link,imgs,title,description,latitude,longitude,address,animal_type,status
https://pet911.ru/dubna/found/cat/rf925734,[None],"Кошка найдена в СНТ Репка, Дубна, 30",Британец мальчик об стриженный найденСНТ Репка бегал по участкам.,55.1226664,37.3464802,"30, Дубна",Кошка,Найдена
https://pet911.ru/moskva/found/dog/rf925639,['https://cdn.pet911.ru/1731102941672e88dd6338b4.62312590_img_1263.webp'],"Собака найдена, Волоколамское шоссе, Москва","Девочка ,на вид лет 5-7 Очень спокойная ,но отчаянно ищет хозяина .",55.81926205,37.452785,"Волоколамское шоссе, Москва",Собака,Найдена
https://pet911.ru/moskva/found/dog/rf925626,"['https://cdn.pet911.ru/1731097646672e742e1c49d8.20280738_img_1165.webp', 'https://cdn.pet911.ru/1731097647672e742f84ae48.52682550_img_1163.webp', 'https://cdn.pet911.ru/1731097646672e742e4df664.55722753_img_1162.webp']","Хаски найдена на Открытом шоссе, 27 к7","Замечена собака породы хаски. Бродит по району одна, ищет еду. На собаке два ошейника, один из них светящийся зеленый",55.82815465,37.7545187609646,"Открытое шоссе, 27 к7, Москва",Собака,Найдена
https://pet911.ru/moskva/found/dog/rf925616,"['https://cdn.pet911.ru/1731095338672e6b2ab74033.93030177_5f32e081ccb24bb99f629701eeb0c2ed.webp', 'https://cdn.pet911.ru/1731095341672e6b2d3fcf49.82734860_ae0aaf55111f40a88839f49c67aa0902.webp', 'https://cdn.pet911.ru/1731096925672e715d201180.19674309_ae78cec9caba4c758fbfa47a3fb46503.webp', 'https://cdn.pet911.ru/1731095341672e6b2d7ac673.68372206_30ac1472f2b44ee2840985fc965229cb.webp', 'https://cdn.pet911.ru/1731095338672e6b2abb8e95.76709142_930d5987a9864ed1bab34017f23eaf98.webp', 'https://cdn.pet911.ru/1731095341672e6b2d2d9169.08640923_da8d92c5bb4348bfad7a8bf54a837df9.webp', 'https://cdn.pet911.ru/1731095339672e6b2b9a6093.25191542_0314d48ae7c64826a23bba889c2667ab.webp']","Хаски найден на Большой Косинской, Москва","08.11.2024 на ул. Большая Косинская рядом с МРЭО ГИБДД был найден кобель хаски, один глаз голубой, другой карий. Окрас черно-серо-белый, кобель молодой, примерно 1-1,5 года. Команд не знает, транспорта боится.",55.70953730005513,37.85240536141108,"Большая Косинская улица, Москва",Собака,Найдена
https://pet911.ru/talitsy/found/dog/rf925611,['https://cdn.pet911.ru/1731093197672e62cdce5009.12336414_1000030807.webp'],"Лабрадор найден: Изумрудная ул, 1, Талицы",Найден кобель лабрадора шоколадного окраса на волоколамском шоссе),55.8818917,37.10441695,"Изумрудная улица, 1, Талицы",Собака,Найдена
https://pet911.ru/krasnogorsk/found/dog/rf925571,['https://cdn.pet911.ru/1731086124672e472c76fc92.46403722_3fe14551f7d642b089723aef76f82f85.webp'],"Найдена собака, ул. Ленина 18Б, Красногорск","Добрый вечер! Никто не терял собаку, бегала в районе Ленина 13, в начале со стороны частного сектора, потом перебежала Волоколамку через дорогу, между машинами🙈 временно приютили, видно домашняя, не агрессивная, без ошейника",55.8291167,37.3043736968535,"улица Ленина, 18Б, Красногорск",Собака,Найдена
https://pet911.ru/zaytsevo/lost/cat/rl925559,"['https://cdn.pet911.ru/1731083709672e3dbd6aa934.57721118_img20241108wa0001.webp', 'https://cdn.pet911.ru/1731083709672e3dbd418724.10404447_img20241108wa0002.webp']","Пропала кошка в Зайцево, Новая улица","Кот из Истринского района залез в машину к службе доставки и уехал в го Одинцово, там выскочил из машины и убежал. Местность для него не знакомая. Кот домашний, с ошейником на котором указаны номера телефонов. Кот вислоухий, серого цвета. Очень просим помочь найти!🙏",55.62046645,37.1557269,"Новая улица, Зайцево",Кошка,Пропала
https://pet911.ru/lyubertsy/found/dog/rf925556,"['https://cdn.pet911.ru/1731082397672e389d5b30d1.93523934_1000103585.webp', 'https://cdn.pet911.ru/1731082398672e389e104605.65852296_1000103581.webp']","Чихуахуа найдена, Инициативная, Люберцы","Девочка, чихуахуа длинношерстная или шпиц, окрас шоколадный с пятнышками темными, нетипичный",55.6839039,37.8966629,"Инициативная улица, Люберцы",Собака,Найдена
https://pet911.ru/moskva/found/dog/rf925550,"['https://cdn.pet911.ru/1731081596672e357c1048f2.31064618_img_6607.webp', 'https://cdn.pet911.ru/1731081596672e357c6bd5f1.12129341_img_6605.webp', 'https://cdn.pet911.ru/1731081627672e359b0f3094.40416031_img_6606.webp']","Собака найдена: Роснефть, Рассудово, Москва","На заправке Роснефть ( рядом Пятерочка) в ошейнике , хозяин отзовись",55.4801127,36.916682,"Рассудово, Москва",Собака,Найдена
https://pet911.ru/moskva/lost/cat/rl925532,"['https://cdn.pet911.ru/1731097301672e72d5af35f4.46784439_51282451b5a34cab9fa3bb5c04c11a0e.webp', 'https://cdn.pet911.ru/1731079729672e2e311f17e7.98376830_391c383ac3f444f7805cad15e5c8a20c.webp', 'https://cdn.pet911.ru/1731079744672e2e403cf266.75393343_img_7104.webp', 'https://cdn.pet911.ru/1731097301672e72d559c5b4.23981668_cf2b940da41643f4bf48d8beff26f06a.webp', 'https://cdn.pet911.ru/1731079739672e2e3b71be78.79372687_img_7244.webp', 'https://cdn.pet911.ru/1731079743672e2e3fd0d390.41589305_img_7349.webp', 'https://cdn.pet911.ru/1731097316672e72e41b5570.14292485_img_6588.webp']","Пропала кошка, ул. Шумилова, 6, Москва","Кошка 7 месяцев британец, , светло-серого цвета. Глаза желто-зеленые. Выпала из окна",55.7086299,37.77157456544669,"улица Шумилова, 6, Москва",Кошка,Пропала
https://pet911.ru/moskva/lost/cat/rl925484,['https://cdn.pet911.ru/1731070927672e0bcff32b11.82756327_photo_20241108_160148.webp'],"Пропала кошка, ул. Панфиловцев, 9 к1","Вышла ночью 8 ноября из окна жилого дома. Кошка очень активная, если увидите - просьба сразу звонить хозяину по указанному номеру. Вознаграждение гарантируем.",55.85643255,37.43137621514688,"улица Героев Панфиловцев (дублёр), 9 к1, Москва",Кошка,Пропала
https://pet911.ru/moskva/lost/cat/rl925487,"['https://cdn.pet911.ru/1731071270672e0d262e8ad9.59882655_030f84b7c7f84672953653880c459880.webp', 'https://cdn.pet911.ru/1731081621672e35950eb362.25890449_9cf565fe32394d4f91e16eb732f473bf.webp', 'https://cdn.pet911.ru/1731071272672e0d28710fc6.12463776_img_7456.webp']","Пропала кошка, ул. Героев Панфиловцев, 9к1","Пропала любимая кошка!😭 Москва, СЗАО, метро Планерная, ул. Героев Панфиловцев, д. 9к1 После переезда сбежала в окно со 2 этажа. Очень пёстрая, черно-рыже-бежевая, с зелёными глазами, небольшая, как подросток. Откликается на имя Кася.",55.85643255,37.43137621514688,"улица Героев Панфиловцев (дублёр), 9 к1, Москва",Кошка,Пропала
https://pet911.ru/lytkarino/found/dog/rf925479,['https://cdn.pet911.ru/1731070111672e089f2cb967.73184514_img_20241108_154151_892.webp'],"Собака найдена: Тураевское шоссе, Лыткарино","Найден пес, дружелюбный, не пугливый, без ошейника, бегает по промзоне, взять к себе не можем (",55.5685397,37.9373646,"Тураевское шоссе, Лыткарино",Собака,Найдена
https://pet911.ru/moskovskaya-oblast/found/dog/rf925453,"['https://cdn.pet911.ru/1731065256672df5a804aa47.75427153_img20241108wa0014.webp', 'https://cdn.pet911.ru/1731065254672df5a68c5fa5.73948673_img20241108wa0018.webp', 'https://cdn.pet911.ru/1731065256672df5a80842d9.87175784_img20241108wa0017.webp', 'https://cdn.pet911.ru/1731065255672df5a776f6b0.04362668_img20241108wa0016.webp']",Собака найдена у конюшни в МО,"Прибилась около двух недель назад на конюшню русско-европейская лайка (или метис), сучка, черно-белая. Возможно охотничья. Собака осторожная, пугливая, к человеку идет неохотно (клеймо проверить не смогли), конюшенные собаки ее не принимают и обижают, отбивают пищу.",55.5043158,38.0353929,Московская область,Собака,Найдена
https://pet911.ru/found/dog/rf925432,"['https://cdn.pet911.ru/1731061718672de7d6c53828.22622083_img20241105wa0024.webp', 'https://cdn.pet911.ru/1731061718672de7d6331c22.27831439_img20241105wa0014.webp', 'https://cdn.pet911.ru/1731061718672de7d6bdd7d8.81502961_img20241105wa0015.webp']","Найдена собака, ММК, Московская область","Кобель, 2-3 года, черный без белых отметин, есть клеймо.",55.3315845,37.5755835,"«Московское малое кольцо», Московская область",Собака,Найдена
https://pet911.ru/moskva/found/cat/rf925423,"['https://cdn.pet911.ru/1731060722672de3f284fa80.64229939_img_20241108_075244.webp', 'https://cdn.pet911.ru/1731060784672de4306a77f8.03248266_img_20241108_075244.webp', 'https://cdn.pet911.ru/1731060702672de3def36188.63518147_img_20241108_080430.webp', 'https://cdn.pet911.ru/1731060710672de3e6a46765.32781287_img_20241108_075730.webp', 'https://cdn.pet911.ru/1731060725672de3f51be259.06023272_img_20241108_080413.webp']","Кошка найдена: Дербышевский 24, Томск","НАЙДЕН ПИТОМЕЦ ТОМСК ДЕРБЫШЕВСКИЙ 24, ОСТАВЛЕН ВОДЯНАЯ 31 в подъезде. . К себе забрать не могу, сегодня уезжаю в другой город. 08.11.2024, 08:00. Примерно 09:00 его там не было. Или сбежал (может замёрзнуть, голодный), собаки покусали, Или забрали.",55.7535926,37.62148935239179,"Красная площадь, Москва",Кошка,Найдена
https://pet911.ru/moskva/lost/dog/rl925394,['https://cdn.pet911.ru/1731052345672dc33949f327.08501589_img_20241107_173308.webp'],"Пропала собака, мопс. Москва, 46Н-06107","Старая собака, мопс. Хромает. Пропала с участка.",55.5230413,37.2686359,"46Н-06107, Москва",Собака,Пропала
https://pet911.ru/khimki/lost/dog/rl925368,"['https://cdn.pet911.ru/1731046307672daba30c9541.68827305_screenshot_20241108080825.webp', 'https://cdn.pet911.ru/1731051543672dc0173269c0.02151055_ajenjovuqytzz5wvtrsv1fxqdbj3tlqw88dddp27b7aqcdfjsyfshyp3sh2ljwtobxnrwpa902trydd9lke9ddy.webp']","Пропала собака, Химки, Вашутинское ш. 24Б",Кобель. Метис. Рыжий. Щенок. Примерно пол года. Вывернулся из ошейника.,55.92096545,37.41161845514365,"Вашутинское шоссе, 24Б, Химки",Собака,Пропала
https://pet911.ru/odintsovo/lost/dog/rl925355,[None],"Пропала собака, ул. Маршала Жукова, 16А","С территории котельной пропала шпиц, очень мохнатая, рыжая, очень добрая, собаке уже 9 лет, просим нашедших, вернуть старушку 89265833809",55.6764289,37.25699075,"улица Маршала Жукова, 16А, Одинцово",Собака,Пропала
https://pet911.ru/lost/cat/rl925306,['https://cdn.pet911.ru/1731017537672d3b41514794.55829727_img_20240219_164932_648.webp'],"Пропала кошка на Пражской 20, СПб",Кот породы -русская голубая.Его видели в г Санкт Петербург на Пражской20,55.45874965,37.37787212548277,"46Н-08942, 29А, район Троицк",Кошка,Пропала
https://pet911.ru/moskva/found/dog/rf925592,['https://cdn.pet911.ru/1731089086672e52be937bb2.90412697_.webp'],"Найдена собака: Серебряный Бор, Москва","Здравствуйте. Объявление в местном собачем чате. Пол: Мальчик Окрас: Тигровый Была одета синяя шлейка, ошейник из цепи, поводок-рулетка. Дата находки: 7 ноября 2024 года Место нахождения: Москва, Серебряный Бор Собака была найдена привязанной к лестнице, вероятно, убежала от хозяев и застряла, или привязали прохожие.",55.7775878,37.4297298,"Экологическая тропа озеро Бездонное, Москва",Собака,Найдена
https://pet911.ru/ivanteyevka/lost/cat/rl925436,['https://cdn.pet911.ru/1731062355672dea53bb78f5.30158842_a30310ae81c3443cb3bc314b7db3c6c2.webp'],"Пропала кошка Марта, Первомайская 19","Помогите найти Марту! 07.11.24 по ул. Первомайская, 19 выпрыгнула в окно и пропала кошка. Окрас чёрный дым. Подпушка серая. Отзывается на Марту. Нашедшего просьба позвонить по телефону 8-965-179-8177",55.97476725,37.91267922898594,"Первомайская улица, 19, Ивантеевка",Кошка,Пропала
https://pet911.ru/moskovskaya-oblast/found/dog/rf925428,"['https://cdn.pet911.ru/1731061261672de60d25d645.04978998_img_7535.webp', 'https://cdn.pet911.ru/1731061261672de60d3d3f34.99248132_img_7536.webp']","Найдена собака в Калининце, МО","Пепельная сука кане корсо, примерно от 3 до 5 лет, уши не купированные, складывает розочкой, контактная Не чипированна",55.5567119,36.9723013,"Калининец, Московская область",Собака,Найдена
https://pet911.ru/moskva/found/cat/rf925348,"['https://cdn.pet911.ru/1731044273672da3b1317025.74111847_img_20241107_224739.webp', 'https://cdn.pet911.ru/1731044272672da3b026c8a1.24608170_img_20241107_224749.webp', 'https://cdn.pet911.ru/1731044072672da2e8080b25.43963928_screenshot_20241108083109597_com.webp']","Кошка найдена: Севастопольский пр-т, 7 к2",На вид девочка. Возраст около трех лет,55.69126145,37.6089487915488,"Севастопольский проспект, 7 к2, Москва",Кошка,Найдена
https://pet911.ru/lesnoy-gorodok/found/cat/rf925281,"['https://cdn.pet911.ru/1731009353672d1b4974ce81.60269783_img_4573.webp', 'https://cdn.pet911.ru/1731009314672d1b226c1827.41350180_img_4566.webp', 'https://cdn.pet911.ru/1731009339672d1b3b41b8d6.42998593_img_4571.webp', 'https://cdn.pet911.ru/1731009324672d1b2c7b9594.57209789_img_4564.webp', 'https://cdn.pet911.ru/1731009350672d1b46d300a7.00733622_img_4563.webp', 'https://cdn.pet911.ru/1731009326672d1b2e3917e7.57557284_img_4562.webp']","Кошка найдена: Луговая ул., Лесной Городок","Найдена белая и очень пушистая кошка, внешне похожа на породу мейн кун, карие глаза. Предположительно, она домашняя, тк уже исхудала. Вижу каждый день во дворе. Владельца/лицу прошу отписаться мне в WhatsApp по номеру 89917605537, либо в телеграме по нику @little_jeannie001",55.645116,37.2131211,"Луговая улица, Лесной Городок",Кошка,Найдена
https://pet911.ru/domodedovo/found/dog/rf925256,"['https://cdn.pet911.ru/1731004666672d08faec30b0.33544701_6ee1fa9a06c8423bb42ae844d9bcd3ef.webp', 'https://cdn.pet911.ru/1731004670672d08feb19105.40913303_img_9472.webp', 'https://cdn.pet911.ru/1731004671672d08ff8af4e5.73927275_img_9473.webp', 'https://cdn.pet911.ru/1731004671672d08ffc68803.34237111_img_9475.webp', 'https://cdn.pet911.ru/1731004667672d08fb8b4407.79435395_3d54c07f846443b2b4971e06ac3d9ed1.webp', 'https://cdn.pet911.ru/1731004670672d08fe6e32b6.53381540_img_9485.webp']","Собака найдена: ул. Заборье 1, Домодедово","Найдена собака, бежала в сторону Домодедово по ул Заборье. В ошейнике похожа на домашнюю. Упитанная. Скулит сильно. Расеряная. Добрая. От еды отказалась, воду попила. На ночь оставили",55.38014965,37.7813698,"улица Заборье, 1, Домодедово",Собака,Найдена
https://pet911.ru/lyubertsy/found/dog/rf925258,[None],"Собака найдена: ул. Побратимов, 19А, Люберцы","Найдена собака средних размеров, бежевый окрас с ошейником.",55.69434075,37.90100333253967,"улица Побратимов, 19А, Люберцы",Собака,Найдена
https://pet911.ru/khimki/lost/dog/rl925252,"['https://cdn.pet911.ru/1731003361672d03e12dc7f5.15420129_img20241107wa0049.webp', 'https://cdn.pet911.ru/1731003361672d03e1737894.38393609_img20241107wa0048.webp']","Пропала собака на ул. Опанасенко, 15, Химки","Вечером 07.11.24 около 18ч убежала чёрная большая собака ЛАБРАДОР с частного дома ул. Оанасенко г. Химки. Видели в районе жк на Ленинском проспекте и возможно у стадиона Родина в 19.15ч. Кличка Барби (Барбара) Есть КРАСНЫЙ ошейник и адресник. Хозяйка сейчас на улице ходит её везде ищет. Кто увидит, сразу пишите вотс апп 89267279172 (это я, помогаю её найти)",55.9070402,37.462728183243655,"улица Опанасенко, 15, Химки",Собака,Пропала
https://pet911.ru/moskva/found/cat/rf925230,['https://cdn.pet911.ru/1731000123672cf73b599a53.97194686_img_3851.webp'],"Найдена кошка, Москва","Найдена кошка на площади трех вокзалов, окрас черный, пушистая, домашняя, знает лоток, ласковая. Возможно потерялась или специально выпустили. Подходит к людям, по дороге к МЦД площадь трех вокзалов у здания Таможни",55.7755321,37.6531318,"Комсомольская площадь, 1А с4, Москва",Кошка,Найдена
https://pet911.ru/moskva/found/cat/rf925211,"['https://cdn.pet911.ru/1730997748672cedf452a0d5.11157993_screenshot_20241107_194150_com.webp', 'https://cdn.pet911.ru/1730997749672cedf5458dd3.77191913_screenshot_20241107_194158_com.webp']","Кошка найдена у МЦД Дмитровская, Москва","Найден котик (или кошечка), на вид домашняя, очень чистенькая. Людей не боялась, но вела себя напуганно. Объявлений о пропаже не нашла. Бегала у МЦД Дмитровская",55.7935654,37.5864073,"Бутырская улица, Москва",Кошка,Найдена
https://pet911.ru/moskva/found/dog/rf925197,"['https://cdn.pet911.ru/1730994395672ce0db754bc4.57324252_img20241107183138.webp', 'https://cdn.pet911.ru/1730994401672ce0e1126b47.29585166_img20241107183132.webp', 'https://cdn.pet911.ru/1730994398672ce0de0fbc57.68831574_img20241107183130.webp', 'https://cdn.pet911.ru/1730994400672ce0e0565a75.04484240_img20241107183131.webp', 'https://cdn.pet911.ru/1730994400672ce0e0b2c841.85230139_img20241107183134.webp']","Найдена собака, ул. Молостовых, Москва","найдет кобель, явно домашний.",55.76132205,37.83238165,"улица Молостовых, Москва",Собака,Найдена
https://pet911.ru/moskva/found/dog/rf925170,['https://cdn.pet911.ru/1730989753672cceb9547f97.80249479_img20241107wa0023.webp'],"Собака у магазина, 9-я Парковая 30, Москва","Собака бегает у магазина Магнолия, что рядом с метро Первомайская, явно ищет хозяина.",55.7948545,37.7998974,"9-я Парковая улица, 30, Москва",Собака,Найдена
https://pet911.ru/matveykovo/found/dog/rf925154,"['https://cdn.pet911.ru/1730985568672cbe60a399f0.57432904_1.webp', 'https://cdn.pet911.ru/1730985568672cbe601ccd66.78383220_.webp', 'https://cdn.pet911.ru/1730985570672cbe623aa465.34080543_2.webp']","Найдена собака, Матвейково, Администрация","Очень общительный песик, точно домашний. Потеряшка 100%. Находится в районе п. Матвейково около Администрации.",55.66650285,37.08444406472711,"6, Матвейково",Собака,Найдена
https://pet911.ru/moskva/found/cat/rf925137,"['https://cdn.pet911.ru/1730981960672cb04811c233.70417934_img_20241107_111811.webp', 'https://cdn.pet911.ru/1730992581672cd9c52533b4.46704861_img20241107wa0017.webp', 'https://cdn.pet911.ru/1730992581672cd9c5b664f9.11388186_img20241107wa0018.webp', 'https://cdn.pet911.ru/1730992581672cd9c5266579.79881687_img20241105wa0038.webp']","Кошка найдена, Нагорная ул., Москва","Кот или кошка: широкая мордочка, короткий нос. Прячется. Не местный.",55.6717629,37.5941591,"Нагорная улица, Москва",Кошка,Найдена
https://pet911.ru/moskva/found/dog/rf925129,"['https://cdn.pet911.ru/1730980583672caae786ae73.82468264_img_8246.webp', 'https://cdn.pet911.ru/1730980583672caae7202e54.74533870_img_8247.webp']","Собака найдена: ул. Академика Скрябина, 30 к1","Собака, мальчик, среднего размера. Слегка боится людей. Видно, что чья-то. Все бегает около остановки, у дороги - ждет кого-то. Возможно ее просто бросили, высадив из машины.",55.7032302,37.79248295763605,"улица Академика Скрябина, 30 к1, Москва",Собака,Найдена
https://pet911.ru/moskva/found/dog/rf925087,"['https://cdn.pet911.ru/1730971406672c870eec9de0.32848467_71b3cc9c592044dda446282f399cf645.webp', 'https://cdn.pet911.ru/1730971420672c871c5eb218.98908015_1d775fd9666b45728ca2c00492aa09e0.webp', 'https://cdn.pet911.ru/1730971407672c870f96da52.05574520_8d28a54d104a4c80a68ebd0bfbab73bf.webp']","Собака найдена: Космодамианская наб, 36","ЦАО, Замоскворечье, Космодамианская наб Замечена собака метис малинуа (?) Рыжий окрас, черная маска и уши. Вроде мальчик, чистый, ногти подстрижены, худой Голодный 2 пачки сосисок съел @dipronina",55.7390091,37.6439698221353,"Космодамианская набережная, 36, Москва",Собака,Найдена
https://pet911.ru/moskva/found/dog/rf925086,"['https://cdn.pet911.ru/1730971331672c86c3242b85.99827647_img_0224.webp', 'https://cdn.pet911.ru/1730971330672c86c2f3f208.18468353_img_0223.webp']",Собака найдена у метро Китай Город 10В,"Добрый день, нашёл собаку с ошейником и поводком, лежала под лавочкой на остановке « Метро Китай Город» 10В, возле метро Китай Город 10 выход",55.7539664,37.6346393,"Славянская площадь, Москва",Собака,Найдена
https://pet911.ru/balashikha/lost/dog/rl925025,[None],"Пропала собака Джими, ул. Малашка, Балашиха","Собаку зовут Джими , очень дружелюбная собака. 6 ноября в 18:00 вырвался из ошейника и побежал за чужой собакой, были случаи два раза сбегал но возвращался, а в этот раз нет.",55.842492190970745,37.96238620951647,"улица Малашка, Балашиха",Собака,Пропала
https://pet911.ru/moskva/lost/dog/rl925521,['https://cdn.pet911.ru/1731078076672e27bc370735.69447447_20230618_193405.webp'],"Пропала собака на Тверской-Ямской, 36/40",Девочка фокс терьер. Окра с бело- коричневый.,55.77364515,37.593636442519966,"3-я Тверская-Ямская улица, 36/40, Москва",Собака,Пропала
https://pet911.ru/lost/dog/rl925465,[None],"Шарпей пропал в Высоково, Центр. ул, 29",Купила шарпей. Привезла домой и выходя из такси упустила. Долго не хотел чтоб его поймали. Потом совсем убегал и не вернулся. На данный момент гуляет в д.Высоково. Но не удалось поймать.,53.8721767,27.65278435,"Центральная улица, 29",Собака,Пропала
https://pet911.ru/moskva/lost/dog/rl925350,['https://cdn.pet911.ru/1731044105672da309546dc2.60635301_whatsapp2024080621.webp'],"Пропала собака, Долгоруковская 15 к2","фокстерьер гладкошерстный, девочка, бело-коричневая, хозяин снял ошейник и отвлекся",55.7744367,37.60339859910975,"Долгоруковская улица, 15 к2, Москва",Собака,Пропала
